Cluster,Category_Name_Descriptive,__Spend_Final,Item ID,Item Name,Quantity,Total Bcy,Sub Total Bcy,Purchase Order ID,Product ID,Currency Code,Account ID,Tax ID,Quantity_log,Total_Bcy_log,Sub_Total_Bcy_log,Item_Name_Clean,lang,Item_Name_NoStop
89,Ceramic Tiles,1740.0,3263831000000763258,صاج حديد أسود مقاس 1000*2000 مم سماكة مم 9.80,4.0,1740.0,1740.0,3263831000000763252,3.2638310000007567e+18,SAR,3263831000000034003,3.26383100000008e+18,1.6094379124341003,7.462214939768189,7.462214939768189,صاج حديد اسود مقاس 1000*2000 مم سماكة مم 9.80,ar,صاج حديد اسود مقاس 1000*2000 مم سماكة مم 9.80
136,Steel Sheets / HDG,1188.0,3263831000000763266,مستطيل حديد مقاس 20*30 مم سماكة 1.5 مم طول 6 م,44.0,1188.0,1188.0,3263831000000763252,3.263831000000758e+18,SAR,3263831000000034003,3.26383100000008e+18,3.8066624897703196,7.080867896690782,7.080867896690782,مستطيل حديد مقاس 20*30 مم سماكة 1.5 مم طول 6 م,ar,مستطيل حديد مقاس 20*30 مم سماكة 1.5 مم طول 6 م
77,HR Sheets / Gr50,5880.0,3263831000000763274,HR Sheet 3.0x1000x2000mm,30.0,5880.0,5880.0,3263831000000763252,3.263831000000756e+18,SAR,3263831000000034003,3.26383100000008e+18,3.4339872044851463,8.679482094459956,8.679482094459956,hr sheet 3.0x1000x2000mm,en,hr sheet 3.0x1000x2000mm
77,HR Sheets / Gr50,7680.0,3263831000000763282,HR Sheet 1.5x1220x2440mm,60.0,7680.0,7680.0,3263831000000763252,3.26383100000076e+18,SAR,3263831000000034003,3.26383100000008e+18,4.110873864173311,8.946505025998682,8.946505025998682,hr sheet 1.5x1220x2440mm,en,hr sheet 1.5x1220x2440mm
51,Steel Pipes / Various,16500.0,3263831000000763254,Tube 40x40x1.20x6000MM,500.0,16500.0,16500.0,3263831000000763252,3.263831000000758e+18,SAR,3263831000000034003,3.26383100000008e+18,6.2166061010848646,9.711176264112805,9.711176264112805,tube 40x40x1.20x6000mm,so,tube 40x40x1.20x6000mm
53,IPE / Steel Sections,7128.0,3263831000000763262,Pipe 1.25 inch x 1.5 x 6000 mm,198.0,7128.0,7128.0,3263831000000763252,3.263831000000758e+18,SAR,3263831000000034003,3.26383100000008e+18,5.293304824724492,8.871926251117628,8.871926251117628,pipe 1.25 inch x 1.5 x 6000 mm,en,pipe 1.25 inch x 1.5 x 6000 mm
77,HR Sheets / Gr50,44616.0,3263831000000763270,HR Sheet 7.80x1000x2000mm,104.0,44616.0,44616.0,3263831000000763252,3.263831000000758e+18,SAR,3263831000000034003,3.26383100000008e+18,4.653960350157523,10.705870231302164,10.705870231302164,hr sheet 7.80x1000x2000mm,en,hr sheet 7.80x1000x2000mm
136,Steel Sheets / HDG,500.0,3263831000000763278,مربع حديد مقاس 16*16 مم سماكة 1.5 مم طول 6 م,25.0,500.0,500.0,3263831000000763252,3.263831000000756e+18,SAR,3263831000000034003,3.26383100000008e+18,3.258096538021482,6.2166061010848646,6.2166061010848646,مربع حديد مقاس 16*16 مم سماكة 1.5 مم طول 6 م,ar,مربع حديد مقاس 16*16 مم سماكة 1.5 مم طول 6 م
136,Steel Sheets / HDG,150.0,3263831000000763260,مبروم املس 10*6000 مم,10.0,150.0,150.0,3263831000000763252,3.263831000000756e+18,SAR,3263831000000034003,3.26383100000008e+18,2.3978952727983707,5.017279836814924,5.017279836814924,مبروم املس 10*6000 مم,ar,مبروم املس 10*6000 مم
136,Steel Sheets / HDG,64368.0,3263831000000763268,مبسط حديد 40*8*6000 مم,1192.0,64368.0,64368.0,3263831000000763252,3.2638310000007567e+18,SAR,3263831000000034003,3.26383100000008e+18,7.084226422097916,11.07238742973879,11.07238742973879,مبسط حديد 40*8*6000 مم,ar,مبسط حديد 40*8*6000 مم
51,Steel Pipes / Various,6750.0,3263831000000763276,Tube 25x25x1.2x6000mm,250.0,6750.0,6750.0,3263831000000763252,3.263831000000758e+18,SAR,3263831000000034003,3.26383100000008e+18,5.5254529391317835,8.81744592104187,8.81744592104187,tube 25x25x1.2x6000mm,so,tube 25x25x1.2x6000mm
135,Black Cables / Saraya,2007.9,3263831000000782246,GI Wire Mesh 12x12x1MM (ROLL),9.0,2007.9,2007.9,3263831000000782238,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,2.302585092994046,7.605342587568104,7.605342587568104,gi wire mesh 12x12x1mm roll,en,gi wire mesh 12x12x1mm roll
40,Aluminium Profiles,1388.4,3263831000000782254,Expansion Bolt M12x150MM,520.0,1388.4,1388.4,3263831000000782238,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,6.255750041753367,7.236627278258781,7.236627278258781,expansion bolt m12x150mm,fr,expansion bolt m12x150mm
135,Black Cables / Saraya,6295.08,3263831000000782242,"HDG Angel 65x65x6mm, 6M",22.0,6295.08,6295.08,3263831000000782238,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,3.1354942159291497,8.747682496496818,8.747682496496818,hdg angel 65x65x6mm 6m,da,hdg angel 65x65x6mm 6m
135,Black Cables / Saraya,2328.0,3263831000000782250,HDG Stiffiner Plate 50x50x5MM,400.0,2328.0,2328.0,3263831000000782238,3.26383100000079e+18,SAR,3263831000000034003,3.26383100000008e+18,5.993961427306569,7.753194269884341,7.753194269884341,hdg stiffiner plate 50x50x5mm,da,hdg stiffiner plate 50x50x5mm
135,Black Cables / Saraya,45105.0,3263831000000782240,"HDG Grating 1000 mm x 6000mm, PLAIN, open ends, panels, Mesh sizes 30 mm x 100 mm (center to center)",30.0,45105.0,45105.0,3263831000000782238,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,3.4339872044851463,10.716770554336053,10.716770554336053,hdg grating 1000 mm x 6000mm plain open ends panels mesh sizes 30 mm x 100 mm center to center,en,hdg grating 1000 mm x 6000mm plain open ends panels mesh sizes 30 mm x 100 mm center center
135,Black Cables / Saraya,9370.2,3263831000000782248,HDG Angel 90x90x6MM Long 130MM Long 130MM with 4 holes,276.0,9370.2,9370.2,3263831000000782238,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,5.6240175061873385,9.145396435335519,9.145396435335519,hdg angel 90x90x6mm long 130mm long 130mm with 4 holes,en,hdg angel 90x90x6mm long 130mm long 130mm 4 holes
40,Aluminium Profiles,716.0,3263831000000782256,GI Bolt M16x50MM long,400.0,716.0,716.0,3263831000000782238,3.26383100000079e+18,SAR,3263831000000034003,3.26383100000008e+18,5.993961427306569,6.57507584059962,6.57507584059962,gi bolt m16x50mm long,vi,gi bolt m16x50mm long
137,Electrical Units / HR,14938.0,3263831000000782244,"HDG IPEA 180 (177x91x6.5x4.3), 12 M",10.0,14938.0,14938.0,3263831000000782238,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,2.3978952727983707,9.611730522042317,9.611730522042317,hdg ipea 180 177x91x6.5x4.3 12 m,so,hdg ipea 180 177x91x6.5x4.3 12 m
40,Aluminium Profiles,1328.4,3263831000000782252,Expansion Bolt M16x160MM,360.0,1328.4,1328.4,3263831000000782238,3.26383100000079e+18,SAR,3263831000000034003,3.26383100000008e+18,5.8888779583328805,7.1924829916074815,7.1924829916074815,expansion bolt m16x160mm,fr,expansion bolt m16x160mm
137,Electrical Units / HR,14938.0,3263831000000782278,"HDG IPEA 180 (177x91x6.5x4.3), 12 M",10.0,14938.0,14938.0,3263831000000782272,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,2.3978952727983707,9.611730522042317,9.611730522042317,hdg ipea 180 177x91x6.5x4.3 12 m,so,hdg ipea 180 177x91x6.5x4.3 12 m
40,Aluminium Profiles,1328.4,3263831000000782286,Expansion Bolt M16x160MM,360.0,1328.4,1328.4,3263831000000782272,3.26383100000079e+18,SAR,3263831000000034003,3.26383100000008e+18,5.8888779583328805,7.1924829916074815,7.1924829916074815,expansion bolt m16x160mm,fr,expansion bolt m16x160mm
135,Black Cables / Saraya,45105.0,3263831000000782274,"HDG Grating 1000 mm x 6000mm, PLAIN, open ends, panels, Mesh sizes 30 mm x 100 mm (center to center)",30.0,45105.0,45105.0,3263831000000782272,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,3.4339872044851463,10.716770554336053,10.716770554336053,hdg grating 1000 mm x 6000mm plain open ends panels mesh sizes 30 mm x 100 mm center to center,en,hdg grating 1000 mm x 6000mm plain open ends panels mesh sizes 30 mm x 100 mm center center
135,Black Cables / Saraya,9370.2,3263831000000782282,HDG Angel 90x90x6MM Long 130MM Long 130MM with 4 holes,276.0,9370.2,9370.2,3263831000000782272,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,5.6240175061873385,9.145396435335519,9.145396435335519,hdg angel 90x90x6mm long 130mm long 130mm with 4 holes,en,hdg angel 90x90x6mm long 130mm long 130mm 4 holes
40,Aluminium Profiles,716.0,3263831000000782290,GI Bolt M16x50MM long,400.0,716.0,716.0,3263831000000782272,3.26383100000079e+18,SAR,3263831000000034003,3.26383100000008e+18,5.993961427306569,6.57507584059962,6.57507584059962,gi bolt m16x50mm long,vi,gi bolt m16x50mm long
135,Black Cables / Saraya,2007.9,3263831000000782280,GI Wire Mesh 12x12x1MM (ROLL),9.0,2007.9,2007.9,3263831000000782272,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,2.302585092994046,7.605342587568104,7.605342587568104,gi wire mesh 12x12x1mm roll,en,gi wire mesh 12x12x1mm roll
40,Aluminium Profiles,1388.4,3263831000000782288,Expansion Bolt M12x150MM,520.0,1388.4,1388.4,3263831000000782272,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,6.255750041753367,7.236627278258781,7.236627278258781,expansion bolt m12x150mm,fr,expansion bolt m12x150mm
135,Black Cables / Saraya,6295.08,3263831000000782276,"HDG Angel 65x65x6mm, 6M",22.0,6295.08,6295.08,3263831000000782272,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,3.1354942159291497,8.747682496496818,8.747682496496818,hdg angel 65x65x6mm 6m,da,hdg angel 65x65x6mm 6m
135,Black Cables / Saraya,2328.0,3263831000000782284,HDG Stiffiner Plate 50x50x5MM,400.0,2328.0,2328.0,3263831000000782272,3.26383100000079e+18,SAR,3263831000000034003,3.26383100000008e+18,5.993961427306569,7.753194269884341,7.753194269884341,hdg stiffiner plate 50x50x5mm,da,hdg stiffiner plate 50x50x5mm
13,LED Flood Lights,22290.6,3263831000000782356,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 1.86M,12.0,22290.6,22290.6,3263831000000782352,3.26383100000076e+18,SAR,3263831000000034003,3.26383100000008e+18,2.5649493574615367,10.01196520487152,10.01196520487152,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.86m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.86m
135,Black Cables / Saraya,4539.6,3263831000000782364,HDG PLATE 300X110X12MM WITH 2 HOLES,72.0,4539.6,4539.6,3263831000000782352,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,4.290459441148391,8.420814440893524,8.420814440893524,hdg plate 300x110x12mm with 2 holes,en,hdg plate 300x110x12mm 2 holes
135,Black Cables / Saraya,3259.26,3263831000000782372,"HDG ANGLE 70*70*6MM, 12MTR",6.0,3259.26,3259.26,3263831000000782352,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,8.089562225781751,8.089562225781751,hdg angle 70*70*6mm 12mtr,da,hdg angle 70*70*6mm 12mtr
13,LED Flood Lights,12222.0,3263831000000782360,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 2.05M,6.0,12222.0,12222.0,3263831000000782352,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,9.411074701777263,9.411074701777263,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.05m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.05m
33,Cable Trunking / Compartments,4469.76,3263831000000782368,RAIL CLAMP,144.0,4469.76,4469.76,3263831000000782352,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,4.976733742420574,8.405313695526814,8.405313695526814,rail clamp,it,rail clamp
13,LED Flood Lights,9288.72,3263831000000782358,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 1.55M,6.0,9288.72,9288.72,3263831000000782352,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,9.136663691418253,9.136663691418253,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.55m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.55m
40,Aluminium Profiles,2514.24,3263831000000782366,"HDG M12 ANCHOR BOLT, LENGHT400MM",144.0,2514.24,2514.24,3263831000000782352,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,4.976733742420574,7.830123505416319,7.830123505416319,hdg m12 anchor bolt lenght400mm,en,hdg m12 anchor bolt lenght400mm
135,Black Cables / Saraya,5296.2,3263831000000782374,"HDG ANGEL 50*50*5MM, 12MTR LENGTH CUTTING AS RAILS WELDED WITH ANCHOR BAR 10MM LONG 150MM @300C/C",6.0,5296.2,5296.2,3263831000000782352,3.2638310000007875e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,8.57493365805281,8.57493365805281,hdg angel 50*50*5mm 12mtr length cutting as rails welded with anchor bar 10mm long 150mm 300c/c,en,hdg angel 50*50*5mm 12mtr length cutting rails welded anchor bar 10mm long 150mm 300c/c
13,LED Flood Lights,15166.92,3263831000000782354,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 2.531M,6.0,15166.92,15166.92,3263831000000782352,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,9.626937950219292,9.626937950219292,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.531m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.531m
13,LED Flood Lights,3404.7,3263831000000782362,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 469MM,6.0,3404.7,3404.7,3263831000000782352,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,8.133205777484303,8.133205777484303,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 469mm,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 469mm
135,Black Cables / Saraya,873.0,3263831000000782370,"HDG FLAT BAR 50*5, 6MTR",12.0,873.0,873.0,3263831000000782352,3.26383100000076e+18,SAR,3263831000000034003,3.26383100000008e+18,2.5649493574615367,6.773080375655535,6.773080375655535,hdg flat bar 50*5 6mtr,da,hdg flat bar 50*5 6mtr
13,LED Flood Lights,9288.72,3263831000000782410,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 1.55M,6.0,9288.72,9288.72,3263831000000782404,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,9.136663691418253,9.136663691418253,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.55m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.55m
40,Aluminium Profiles,2514.24,3263831000000782418,"HDG M12 ANCHOR BOLT, LENGHT400MM",144.0,2514.24,2514.24,3263831000000782404,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,4.976733742420574,7.830123505416319,7.830123505416319,hdg m12 anchor bolt lenght400mm,en,hdg m12 anchor bolt lenght400mm
135,Black Cables / Saraya,5296.2,3263831000000782426,"HDG ANGEL 50*50*5MM, 12MTR LENGTH CUTTING AS RAILS WELDED WITH ANCHOR BAR 10MM LONG 150MM @300C/C",6.0,5296.2,5296.2,3263831000000782404,3.2638310000007875e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,8.57493365805281,8.57493365805281,hdg angel 50*50*5mm 12mtr length cutting as rails welded with anchor bar 10mm long 150mm 300c/c,en,hdg angel 50*50*5mm 12mtr length cutting rails welded anchor bar 10mm long 150mm 300c/c
13,LED Flood Lights,15166.92,3263831000000782406,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 2.531M,6.0,15166.92,15166.92,3263831000000782404,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,9.626937950219292,9.626937950219292,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.531m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.531m
13,LED Flood Lights,3404.7,3263831000000782414,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 469MM,6.0,3404.7,3404.7,3263831000000782404,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,8.133205777484303,8.133205777484303,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 469mm,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 469mm
135,Black Cables / Saraya,873.0,3263831000000782422,"HDG FLAT BAR 50*5, 6MTR",12.0,873.0,873.0,3263831000000782404,3.26383100000076e+18,SAR,3263831000000034003,3.26383100000008e+18,2.5649493574615367,6.773080375655535,6.773080375655535,hdg flat bar 50*5 6mtr,da,hdg flat bar 50*5 6mtr
13,LED Flood Lights,12222.0,3263831000000782412,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 2.05M,6.0,12222.0,12222.0,3263831000000782404,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,9.411074701777263,9.411074701777263,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.05m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 2.05m
33,Cable Trunking / Compartments,4469.76,3263831000000782420,RAIL CLAMP,144.0,4469.76,4469.76,3263831000000782404,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,4.976733742420574,8.405313695526814,8.405313695526814,rail clamp,it,rail clamp
13,LED Flood Lights,22290.6,3263831000000782408,HDG TRANSFORMER RAIL QU100 - WT:88.96 KG/M - LENGHT: 1.86M,12.0,22290.6,22290.6,3263831000000782404,3.26383100000076e+18,SAR,3263831000000034003,3.26383100000008e+18,2.5649493574615367,10.01196520487152,10.01196520487152,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.86m,en,hdg transformer rail qu100 - wt 88.96 kg/m - lenght 1.86m
135,Black Cables / Saraya,4539.6,3263831000000782416,HDG PLATE 300X110X12MM WITH 2 HOLES,72.0,4539.6,4539.6,3263831000000782404,3.263831000000789e+18,SAR,3263831000000034003,3.26383100000008e+18,4.290459441148391,8.420814440893524,8.420814440893524,hdg plate 300x110x12mm with 2 holes,en,hdg plate 300x110x12mm 2 holes
135,Black Cables / Saraya,3259.26,3263831000000782424,"HDG ANGLE 70*70*6MM, 12MTR",6.0,3259.26,3259.26,3263831000000782404,3.263831000000788e+18,SAR,3263831000000034003,3.26383100000008e+18,1.9459101490553132,8.089562225781751,8.089562225781751,hdg angle 70*70*6mm 12mtr,da,hdg angle 70*70*6mm 12mtr
28,Switchgear / Ekip,3450.0,3263831000000782460,"ASTM C-20 SRC Screed, 350kg/M3 125+/- Max agg. Size 10 (unit is M3)",15.0,3450.0,3450.0,3263831000000782456,3.263831000000756e+18,SAR,3263831000000034003,3.26383100000008e+18,2.772588722239781,8.146419323098003,8.146419323098003,astm c-20 src screed 350kg/m3 125 /- max agg. size 10 unit is m3,en,astm c-20 src screed 350kg/m3 125 /- max agg. size 10 unit m3
28,Switchgear / Ekip,16500.0,3263831000000782458,"ASTM C-20 SRC Blending, 320kg/M3 125+/- Max agg. Size 20 (unit is M3)",75.0,16500.0,16500.0,3263831000000782456,3.2638310000007593e+18,SAR,3263831000000034003,3.26383100000008e+18,4.330733340286331,9.711176264112805,9.711176264112805,astm c-20 src blending 320kg/m3 125 /- max agg. size 20 unit is m3,en,astm c-20 src blending 320kg/m3 125 /- max agg. size 20 unit m3
135,Black Cables / Saraya,58500.0,3263831000000782462,ASTM C-38 SRC Structural Concrete 420kg/M3 125+/- Max agg. Size 20 (unit is M3),225.0,58500.0,58500.0,3263831000000782456,3.26383100000076e+18,SAR,3263831000000034003,3.26383100000008e+18,5.420534999272286,10.97679912709094,10.97679912709094,astm c-38 src structural concrete 420kg/m3 125 /- max agg. size 20 unit is m3,ro,astm c-38 src structural concrete 420kg/m3 125 /- max agg. size 20 unit is m3
136,Steel Sheets / HDG,5888.0,3263831000000835113,مسكة سحاب جانبي مخفي أسود GIESSE R. H. E. 145 RAL9005 (PCS),512.0,5888.0,5888.0,3263831000000835111,3.263831000000808e+18,SAR,3263831000000034003,3.26383100000008e+18,6.240275845170769,8.68084148294457,8.68084148294457,مسكة سحاب جانبي مخفي اسود giesse r. h. e. 145 ral9005 pcs,ar,مسكة سحاب جانبي مخفي اسود giesse r. h. e. 145 ral9005 pcs
136,Steel Sheets / HDG,3605.0,3263831000000835121,فرشة سرايا 6.5 مم PB7 برونزالفاء (PCS),70.0,3605.0,3605.0,3263831000000835111,3.263831000000812e+18,SAR,3263831000000034003,3.26383100000008e+18,4.2626798770413155,8.190354403763262,8.190354403763262,فرشة سرايا 6.5 مم pb7 برونزالفاء pcs,ar,فرشة سرايا 6.5 مم pb7 برونزالفاء pcs
136,Steel Sheets / HDG,1890.0,3263831000000835129,لفة سلك 61 سم فضي,35.0,1890.0,1890.0,3263831000000835111,3.263831000000812e+18,SAR,3263831000000034003,3.26383100000008e+18,3.58351893845611,7.544861068658458,7.544861068658458,لفة سلك 61 سم فضي,ar,لفة سلك 61 سم فضي
136,Steel Sheets / HDG,6175.0,3263831000000835137,شريط حمايه اماراتي 1 متر ابيض (PCS),65.0,6175.0,6175.0,3263831000000835111,3.26383100000081e+18,SAR,3263831000000034003,3.26383100000008e+18,4.189654742026425,8.728426091704613,8.728426091704613,شريط حمايه اماراتي 1 متر ابيض pcs,ar,شريط حمايه اماراتي 1 متر ابيض pcs
136,Steel Sheets / HDG,4176.0,3263831000000835145,مفصلات (د. هان) رويال حليبي مبروم MS,288.0,4176.0,4176.0,3263831000000835111,3.263831000000811e+18,SAR,3263831000000034003,3.26383100000008e+18,5.666426688112432,8.337348564497175,8.337348564497175,مفصلات د. هان رويال حليبي مبروم ms,ar,مفصلات د. هان رويال حليبي مبروم ms
136,Steel Sheets / HDG,1958.4,3263831000000835115,كفرات سوبر سرايا ايطالي (PCS),960.0,1958.4,1958.4,3263831000000835111,3.263831000000809e+18,SAR,3263831000000034003,3.26383100000008e+18,6.8679744089702925,7.580393582910542,7.580393582910542,كفرات سوبر سرايا ايطالي pcs,ar,كفرات سوبر سرايا ايطالي pcs
136,Steel Sheets / HDG,1274.0,3263831000000835123,ربل مبروم 4.0 ملم اسود بال(كيلو),175.0,1274.0,1274.0,3263831000000835111,3.263831000000813e+18,SAR,3263831000000034003,3.26383100000008e+18,5.170483995038151,7.150701457592526,7.150701457592526,ربل مبروم 4.0 ملم اسود بال كيلو,ar,ربل مبروم 4.0 ملم اسود بال كيلو
136,Steel Sheets / HDG,8500.0,3263831000000835131,ربل سمارت 6 سم MYS015E (METER),5000.0,8500.0,8500.0,3263831000000835111,3.263831000000811e+18,SAR,3263831000000034003,3.26383100000008e+18,8.517393171418904,9.04793908261736,9.04793908261736,ربل سمارت 6 سم mys015e meter,ur,ربل سمارت 6 سم mys015e meter
137,Electrical Units / HR,1776.0,3263831000000835139,مسكة باب اسود صيني كريمون موديل 700 MS (PCS),96.0,1776.0,1776.0,3263831000000835111,3.263831000000812e+18,SAR,3263831000000034003,3.26383100000008e+18,4.574710978503383,7.482681828154651,7.482681828154651,مسكة باب اسود صيني كريمون موديل 700 ms pcs,ar,مسكة باب اسود صيني كريمون موديل 700 ms pcs
